Source,Target,Weight
头热,小便不利,2.0
头热,盗汗,2.0
头热,鼻衄,1.0
头热,腹满,1.0
头热,急惊,3.0
头热,赤白带,1.0
头热,心烦,1.0
头热,吐血,1.0
头热,呕吐,1.0
头热,口臭,1.0
头热,腰痛,1.0
头热,鼻干,2.0
头热,口噤,2.0
头热,头痛,1.0
头热,白带,1.0
头热,腹痛,2.0
头热,咳嗽,1.0
小便不通,气喘,2.0
小便不通,胎漏,1.0
小便不通,健忘,1.0
小便不通,痄腮,1.0
小便不通,小便不利,2.0
小便不通,便血,1.0
小便不通,盗汗,1.0
小便不通,鼻衄,2.0
小便不通,身痛,2.0
小便不通,鼻塞,1.0
小便不通,腹满,12.0
小便不通,丹毒,3.0
小便不通,大便秘结,1.0
小便不通,胎毒,1.0
小便不通,目昏,2.0
小便不通,产后腹痛,1.0
小便不通,瘫痪,1.0
小便不通,发黄,2.0
小便不通,发狂,1.0
小便不通,浮肿,15.0
小便不通,心下痞,2.0
小便不通,急惊,1.0
小便不通,心悸,1.0
小便不通,赤白带,3.0
小便不通,心烦,4.0
小便不通,头汗,1.0
小便不通,壮热,5.0
小便不通,短气,6.0
小便不通,小儿木舌,1.0
小便不通,阴疮,2.0
小便不通,痫,2.0
小便不通,舌干,7.0
小便不通,恶心,1.0
小便不通,头胀,2.0
小便不通,恶寒,5.0
小便不通,吐血,6.0
小便不通,呕吐,4.0
小便不通,烦躁,14.0
小便不通,腰痛,2.0
小便不通,疳积,1.0
小便不通,反胃,1.0
小便不通,口渴,3.0
小便不通,积滞,4.0
小便不通,胎死不下,1.0
小便不通,口噤,1.0
小便不通,崩漏,1.0
小便不通,头重,1.0
小便不通,恶风,1.0
小便不通,头痛,8.0
小便不通,潮热,2.0
小便不通,白带,4.0
小便不通,大便溏,2.0
小便不通,恶寒发热,1.0
小便不通,口苦,2.0
小便不通,腹痛,12.0
小便不通,咳嗽,9.0
小便不通,慢惊,2.0
小便不通,咽肿,4.0
小便不通,手足厥冷,1.0
小便不通,自汗,1.0
小便不通,尿血,1.0
小便不通,寒热往来,1.0
小便不通,妊娠小便不通,10.0
阴痛,小便不利,1.0
阴痛,胁痛,3.0
阴痛,瘰疬,2.0
阴痛,阴痒,3.0
阴痛,耳聋,3.0
阴痛,腰痛,1.0
阴痛,崩漏,1.0
阴痛,白带,1.0
阴痛,口苦,3.0
阴痛,半身不遂,1.0
阴痛,尿血,1.0
吐血,气喘,13.0
吐血,胎漏,3.0
吐血,臁疮,2.0
吐血,骨痛,2.0
吐血,痄腮,1.0
吐血,舌裂,1.0
吐血,干呕,5.0
吐血,呃逆,1.0
吐血,小便不利,2.0
吐血,天疱疮,1.0
吐血,便血,44.0
吐血,盗汗,15.0
吐血,鼻衄,38.0
吐血,神昏,1.0
吐血,身痛,1.0
吐血,寒战,2.0
吐血,腹满,1.0
吐血,耳内流脓,1.0
吐血,大便下血,3.0
吐血,大便秘结,3.0
吐血,漏下,5.0
吐血,目昏,2.0
吐血,噎膈,1.0
吐血,鼻肿,1.0
吐血,产后腹痛,2.0
吐血,发黄,1.0
吐血,发狂,1.0
吐血,浮肿,7.0
吐血,胁痛,4.0
吐血,心下痞,1.0
吐血,急惊,1.0
吐血,舌生芒刺,2.0
吐血,心悸,2.0
吐血,咽干,4.0
吐血,皮肤皲裂,1.0
吐血,瘰疬,4.0
吐血,赤白带,13.0
吐血,心烦,15.0
吐血,消瘦,3.0
吐血,口甜,1.0
吐血,脱肛,1.0
吐血,五心烦热,2.0
吐血,头汗,2.0
吐血,壮热,8.0
吐血,短气,7.0
吐血,咳血,26.0
吐血,痫,7.0
吐血,舌干,3.0
吐血,月经过多,3.0
吐血,恶心,2.0
吐血,恶寒,1.0
吐血,少气,4.0
吐血,崩中,9.0
吐血,头热,1.0
吐血,小便不通,6.0
吐血,谵语,3.0
吐血,麻疹,2.0
吐血,呕吐,14.0
吐血,烦躁,18.0
吐血,口臭,5.0
吐血,耳聋,2.0
吐血,无名肿毒,5.0
吐血,腰痛,5.0
吐血,鼻干,1.0
吐血,独语,2.0
吐血,疳积,1.0
吐血,背痛,3.0
吐血,杨梅疮,2.0
吐血,里急后重,1.0
吐血,上吐下泻,1.0
吐血,口渴,6.0
吐血,积滞,2.0
吐血,汗血,3.0
吐血,多梦,3.0
吐血,遗尿,1.0
吐血,不孕,1.0
吐血,足跟痛,1.0
吐血,口噤,1.0
吐血,崩漏,15.0
吐血,头痛,12.0
吐血,潮热,7.0
吐血,胞衣不下,1.0
吐血,善恐,1.0
吐血,白带,14.0
吐血,头昏,1.0
吐血,面色白,1.0
吐血,口苦,2.0
吐血,不寐,1.0
吐血,腹痛,15.0
吐血,咳嗽,103.0
吐血,慢惊,3.0
吐血,咽喉痛,2.0
吐血,小便黄赤,1.0
吐血,头晕,4.0
吐血,喷嚏,1.0
吐血,难产,3.0
吐血,自汗,6.0
吐血,半身不遂,4.0
吐血,舌上出血,1.0
吐血,善惊,1.0
吐血,牙龈肿痛,2.0
吐血,尿血,12.0
吐血,寒热往来,1.0
吐血,胸痛,6.0
吐血,胎动不安,4.0
少腹痛,干呕,1.0
少腹痛,面色青,1.0
少腹痛,盗汗,1.0
少腹痛,腹满,1.0
少腹痛,吞酸,1.0
少腹痛,胁痛,4.0
少腹痛,转筋,2.0
少腹痛,赤白带,1.0
少腹痛,心烦,1.0
少腹痛,五心烦热,1.0
少腹痛,壮热,1.0
少腹痛,短气,1.0
少腹痛,恶心,3.0
少腹痛,恶寒,2.0
少腹痛,少气,1.0
少腹痛,小儿口疮,1.0
少腹痛,呕吐,3.0
少腹痛,腰痛,2.0
少腹痛,里急后重,2.0
少腹痛,口噤,1.0
少腹痛,潮热,2.0
少腹痛,白带,1.0
少腹痛,腹痛,34.0
少腹痛,尿血,1.0
少腹痛,胎动不安,2.0
舌淡白,呕吐,1.0
舌淡白,面痛,1.0
舌麻,目昏,1.0
舌麻,恶心,1.0
舌麻,呕吐,1.0
舌麻,恶风,1.0
肩痛,短气,2.0
肩痛,牙痛,1.0
肩痛,咳嗽,2.0
肩痛,自汗,2.0
四肢麻木,骨痛,2.0
四肢麻木,角弓反张,1.0
四肢麻木,鼻塞,2.0
四肢麻木,目昏,3.0
四肢麻木,瘫痪,1.0
四肢麻木,咽干,2.0
四肢麻木,关节疼痛,6.0
四肢麻木,痫,1.0
四肢麻木,恶心,2.0
四肢麻木,腰痛,1.0
四肢麻木,背痛,3.0
四肢麻木,舌强,1.0
四肢麻木,口噤,1.0
四肢麻木,皮肤瘙痒,2.0
四肢麻木,头痛,2.0
四肢麻木,头昏,3.0
四肢麻木,腰膝无力,5.0
四肢麻木,腹痛,3.0
四肢麻木,手颤,1.0
四肢麻木,手足厥冷,2.0
四肢麻木,半身不遂,6.0
四肢麻木,胸闷,1.0
四肢麻木,耳痒,2.0
腰冷,小便不利,2.0
腰冷,畏寒,1.0
腰冷,身重,2.0
腰冷,浮肿,1.0
腰冷,恶寒,1.0
腰冷,腰重,1.0
腰冷,呕吐,1.0
腰冷,腰痛,4.0
腰冷,腹泻,1.0
腰冷,遗尿,1.0
腰冷,小便失禁,1.0
腰冷,大便溏,1.0
腰冷,腹痛,1.0
腰冷,小便频数,1.0
谵语,气喘,2.0
谵语,骨痛,1.0
谵语,角弓反张,1.0
谵语,呃逆,2.0
谵语,小便不利,5.0
谵语,便血,1.0
谵语,鼻衄,4.0
谵语,神昏,49.0
谵语,舌苔黄,2.0
谵语,唇肿,1.0
谵语,身重,2.0
谵语,发癍,1.0
谵语,腹满,16.0
谵语,丹毒,1.0
谵语,胬肉攀睛,2.0
谵语,大便秘结,6.0
谵语,舌苔白,1.0
谵语,胎毒,1.0
谵语,目昏,5.0
谵语,噎膈,1.0
谵语,发黄,4.0
谵语,发狂,23.0
谵语,胁痛,1.0
谵语,呵欠,1.0
谵语,舌生芒刺,2.0
谵语,心悸,1.0
谵语,咽干,8.0
谵语,胃痛,1.0
谵语,心烦,11.0
谵语,五心烦热,3.0
谵语,恶露不断,1.0
谵语,头汗,5.0
谵语,壮热,18.0
谵语,但热不寒,1.0
谵语,手舞足蹈,1.0
谵语,痫,15.0
谵语,项强,2.0
谵语,舌干,7.0
谵语,恶寒,5.0
谵语,少气,1.0
谵语,吐血,3.0
谵语,麻疹,4.0
谵语,呕吐,7.0
谵语,烦躁,45.0
谵语,口臭,1.0
谵语,舌苔黄腻,2.0
谵语,耳聋,4.0
谵语,无汗,3.0
谵语,腰痛,1.0
谵语,舌红绛,1.0
谵语,鼻干,1.0
谵语,里急后重,2.0
谵语,口渴,23.0
谵语,舌强,3.0
谵语,舌卷,1.0
谵语,恶风,1.0
谵语,头痛,13.0
谵语,潮热,19.0
谵语,口苦,2.0
谵语,不寐,2.0
谵语,弄舌,1.0
谵语,腹痛,7.0
谵语,咳嗽,6.0
谵语,小便黄赤,2.0
谵语,难产,1.0
谵语,自汗,7.0
谵语,半身不遂,1.0
谵语,口中生疮,2.0
谵语,尿血,2.0
谵语,寒热往来,3.0
腰重,健忘,3.0
腰重,小便不利,6.0
腰重,盗汗,2.0
腰重,神昏,1.0
腰重,身重,1.0
腰重,目昏,2.0
腰重,浮肿,6.0
腰重,胁痛,1.0
腰重,赤白带,2.0
腰重,心烦,4.0
腰重,舌干,1.0
腰重,恶寒,1.0
腰重,崩中,3.0
腰重,腰冷,1.0
腰重,呕吐,4.0
腰重,背冷,1.0
腰重,耳聋,1.0
腰重,无汗,2.0
腰重,腰痛,3.0
腰重,腹泻,1.0
腰重,积滞,1.0
腰重,遗尿,1.0
腰重,小便失禁,1.0
腰重,恶风,4.0
腰重,头痛,3.0
腰重,白带,2.0
腰重,大便溏,1.0
腰重,头昏,1.0
腰重,腹痛,6.0
腰重,小便频数,3.0
腰重,头晕,2.0
腰重,自汗,3.0
腰重,胎动不安,2.0
麻疹,气喘,7.0
麻疹,健忘,2.0
麻疹,痄腮,1.0
麻疹,干呕,4.0
麻疹,呃逆,1.0
麻疹,畏寒,1.0
麻疹,神昏,4.0
麻疹,身痛,3.0
麻疹,舌苔黄,1.0
麻疹,鼻塞,2.0
麻疹,唇肿,1.0
麻疹,腹满,1.0
麻疹,丹毒,2.0
麻疹,大便秘结,1.0
麻疹,脱发,1.0
麻疹,胎毒,2.0
麻疹,目昏,1.0
麻疹,嗜睡,1.0
麻疹,浮肿,3.0
麻疹,呵欠,1.0
麻疹,急惊,1.0
麻疹,咽干,3.0
麻疹,牙龈溃烂,1.0
麻疹,心烦,4.0
麻疹,脱肛,1.0
麻疹,五心烦热,1.0
麻疹,壮热,7.0
麻疹,咳血,1.0
麻疹,恶心,2.0
麻疹,恶寒,3.0
麻疹,吐血,2.0
麻疹,谵语,4.0
麻疹,呕吐,6.0
麻疹,口淡,1.0
麻疹,烦躁,14.0
麻疹,口臭,2.0
麻疹,背冷,1.0
麻疹,无名肿毒,1.0
麻疹,无汗,4.0
麻疹,鼻干,2.0
麻疹,闭经,2.0
麻疹,里急后重,2.0
麻疹,口渴,4.0
麻疹,积滞,1.0
麻疹,口噤,1.0
麻疹,皮肤瘙痒,8.0
麻疹,恶风,3.0
麻疹,头痛,6.0
麻疹,声音嘶哑,1.0
麻疹,食欲不振,1.0
麻疹,潮热,2.0
麻疹,恶寒发热,1.0
麻疹,口苦,1.0
麻疹,痱子,2.0
麻疹,腹痛,7.0
麻疹,咳嗽,34.0
麻疹,咽喉痛,1.0
麻疹,小便黄赤,1.0
麻疹,头晕,1.0
麻疹,喷嚏,4.0
麻疹,自汗,1.0
麻疹,流泪,1.0
麻疹,半身不遂,1.0
麻疹,寒热往来,1.0
呕吐,气喘,27.0
呕吐,胎漏,3.0
呕吐,健忘,4.0
呕吐,骨痛,6.0
呕吐,痄腮,1.0
呕吐,干呕,20.0
呕吐,呃逆,15.0
呕吐,小便不利,33.0
呕吐,臂痛,3.0
呕吐,面色青,7.0
呕吐,便血,6.0
呕吐,畏寒,4.0
呕吐,盗汗,18.0
呕吐,鼻衄,4.0
呕吐,产后血崩,1.0
呕吐,神昏,21.0
呕吐,身痛,2.0
呕吐,舌苔黄,3.0
呕吐,嗳气,21.0
呕吐,寒战,5.0
呕吐,鼻塞,14.0
呕吐,唇肿,1.0
呕吐,身重,7.0
呕吐,腹满,26.0
呕吐,妊娠呕吐,11.0
呕吐,丹毒,4.0
呕吐,大便下血,2.0
呕吐,大便秘结,14.0
呕吐,肥胖,1.0
呕吐,舌苔白,4.0
呕吐,漏下,4.0
呕吐,失语,1.0
呕吐,目昏,33.0
呕吐,噎膈,12.0
呕吐,产后腹痛,1.0
呕吐,吞酸,94.0
呕吐,瘫痪,3.0
呕吐,发黄,5.0
呕吐,发狂,2.0
呕吐,浮肿,25.0
呕吐,胁痛,11.0
呕吐,四肢抽搐,1.0
呕吐,呵欠,1.0
呕吐,心下痞,3.0
呕吐,急惊,4.0
呕吐,转筋,12.0
呕吐,瞳神散大,1.0
呕吐,心悸,4.0
呕吐,咽干,5.0
呕吐,胃痛,17.0
呕吐,妊娠头痛,1.0
呕吐,瘰疬,7.0
呕吐,足热,1.0
呕吐,赤白带,11.0
呕吐,心烦,32.0
呕吐,消瘦,13.0
呕吐,肠鸣,45.0
呕吐,脱肛,1.0
呕吐,五心烦热,2.0
呕吐,头汗,1.0
呕吐,壮热,53.0
呕吐,短气,28.0
呕吐,咳血,3.0
呕吐,痫,31.0
呕吐,项强,3.0
呕吐,舌干,8.0
呕吐,口酸,2.0
呕吐,恶露不下,1.0
呕吐,恶心,258.0
呕吐,头胀,1.0
呕吐,恶寒,31.0
呕吐,少气,17.0
呕吐,崩中,3.0
呕吐,嘈杂,42.0
呕吐,头热,1.0
呕吐,小便不通,4.0
呕吐,吐血,14.0
呕吐,少腹痛,3.0
呕吐,舌淡白,1.0
呕吐,舌麻,1.0
呕吐,腰冷,1.0
呕吐,谵语,7.0
呕吐,腰重,4.0
呕吐,麻疹,6.0
呕吐,口淡,4.0
呕吐,烦躁,56.0
呕吐,口臭,4.0
呕吐,心下悸,1.0
呕吐,背冷,1.0
呕吐,耳聋,8.0
呕吐,四肢疼痛,4.0
呕吐,无名肿毒,5.0
呕吐,无汗,10.0
呕吐,腰痛,8.0
呕吐,小儿呕吐,40.0
呕吐,鼻干,4.0
呕吐,偏头痛,2.0
呕吐,闭经,2.0
呕吐,疳积,9.0
呕吐,胎萎不长,1.0
呕吐,反胃,33.0
呕吐,杨梅疮,1.0
呕吐,里急后重,6.0
呕吐,上吐下泻,2.0
呕吐,小儿腹泻,2.0
呕吐,牙痛,3.0
呕吐,腹泻,15.0
呕吐,口渴,24.0
呕吐,舌强,2.0
呕吐,积滞,18.0
呕吐,产后发热,1.0
呕吐,多梦,1.0
呕吐,大便脓血,1.0
呕吐,疲乏,2.0
呕吐,遗尿,2.0
呕吐,四肢拘急,4.0
呕吐,不孕,1.0
呕吐,口噤,8.0
呕吐,舌卷,2.0
呕吐,崩漏,4.0
呕吐,小便失禁,1.0
呕吐,头重,3.0
呕吐,恶风,10.0
呕吐,头痛,120.0
呕吐,食欲不振,25.0
呕吐,潮热,9.0
呕吐,胞衣不下,3.0
呕吐,白带,16.0
呕吐,大便溏,6.0
呕吐,头昏,11.0
呕吐,腹冷,9.0
呕吐,小儿痞块,2.0
呕吐,恶寒发热,3.0
呕吐,口苦,18.0
呕吐,不寐,2.0
呕吐,多唾,1.0
呕吐,弄舌,1.0
呕吐,腹痛,172.0
呕吐,咳痰,1.0
呕吐,小便频数,4.0
呕吐,咳嗽,158.0
呕吐,慢惊,18.0
呕吐,咽喉痛,3.0
呕吐,小便黄赤,2.0
呕吐,头晕,26.0
呕吐,手足厥冷,22.0
呕吐,难产,6.0
呕吐,自汗,35.0
呕吐,半身不遂,9.0
呕吐,妊娠心烦,1.0
呕吐,小儿青盲,1.0
呕吐,胸闷,11.0
呕吐,寒热往来,19.0
呕吐,舌苔白腻,2.0
呕吐,胸痛,3.0
呕吐,胎动不安,4.0
呕吐,晕厥,1.0
呕吐,言语错乱,1.0
小儿鹅口,舌肿,1.0
小儿鹅口,牙龈肿痛,2.0
小儿鹅口,小儿重舌,1.0
口淡,健忘,1.0
口淡,小便不利,1.0
口淡,便血,1.0
口淡,畏寒,1.0
口淡,鼻塞,1.0
口淡,身重,1.0
口淡,舌苔白,2.0
口淡,吞酸,4.0
口淡,浮肿,1.0
口淡,咽干,3.0
口淡,赤白带,1.0
口淡,消瘦,3.0
口淡,肠鸣,1.0
口淡,壮热,1.0
口淡,短气,1.0
口淡,恶心,5.0
口淡,头胀,1.0
口淡,恶寒,3.0
口淡,麻疹,1.0
口淡,呕吐,4.0
口淡,反胃,1.0
口淡,口渴,1.0
口淡,疲乏,1.0
口淡,头痛,1.0
口淡,白带,2.0
口淡,大便溏,3.0
口淡,腹冷,2.0
口淡,恶寒发热,2.0
口淡,腹痛,1.0
口淡,咳嗽,2.0
口淡,胸闷,1.0
口淡,舌苔白腻,1.0
烦躁,气喘,22.0
烦躁,胎漏,1.0
烦躁,健忘,13.0
烦躁,角弓反张,2.0
烦躁,小儿水痘,1.0
烦躁,舌裂,5.0
烦躁,干呕,9.0
烦躁,呃逆,2.0
烦躁,经行腹痛,1.0
烦躁,小便不利,24.0
烦躁,牙龈出血,2.0
烦躁,面色青,2.0
烦躁,便血,2.0
烦躁,畏寒,2.0
烦躁,盗汗,35.0
烦躁,鼻衄,10.0
烦躁,神昏,18.0
烦躁,身痛,3.0
烦躁,舌苔黄,1.0
烦躁,善疑,1.0
烦躁,嗳气,3.0
烦躁,寒战,3.0
烦躁,鼻塞,12.0
烦躁,唇肿,4.0
烦躁,身重,5.0
烦躁,发癍,1.0
烦躁,腹满,9.0
烦躁,丹毒,11.0
烦躁,大便下血,4.0
烦躁,胬肉攀睛,2.0
烦躁,大便秘结,21.0
烦躁,舌苔白,2.0
烦躁,漏下,1.0
烦躁,胎毒,3.0
烦躁,小儿丹毒,1.0
烦躁,目昏,30.0
烦躁,产后腹痛,1.0
烦躁,吞酸,4.0
烦躁,发黄,6.0
烦躁,发狂,18.0
烦躁,浮肿,10.0
烦躁,胁痛,4.0
烦躁,四肢抽搐,3.0
烦躁,心下痞,1.0
烦躁,急惊,9.0
烦躁,转筋,11.0
烦躁,舌生芒刺,2.0
烦躁,心悸,14.0
烦躁,咽干,27.0
烦躁,乳房胀痛,1.0
烦躁,足热,1.0
烦躁,心烦,67.0
烦躁,消瘦,4.0
烦躁,肠鸣,6.0
烦躁,五心烦热,3.0
烦躁,头汗,2.0
烦躁,壮热,67.0
烦躁,但热不寒,1.0
烦躁,短气,8.0
烦躁,阴疮,4.0
烦躁,痫,19.0
烦躁,项强,8.0
烦躁,舌干,18.0
烦躁,黄汗,2.0
烦躁,恶心,32.0
烦躁,恶寒,23.0
烦躁,少气,5.0
烦躁,崩中,3.0
烦躁,小便不通,14.0
烦躁,吐血,18.0
烦躁,谵语,45.0
烦躁,麻疹,14.0
烦躁,呕吐,56.0
烦躁,口臭,4.0
烦躁,耳聋,2.0
烦躁,四肢疼痛,15.0
烦躁,无名肿毒,1.0
烦躁,无汗,13.0
烦躁,腰痛,3.0
烦躁,舌红绛,2.0
烦躁,鼻干,8.0
烦躁,偏头痛,2.0
烦躁,闭经,2.0
烦躁,疳积,1.0
烦躁,反胃,1.0
烦躁,背痛,1.0
烦躁,里急后重,2.0
烦躁,牙痛,3.0
烦躁,口渴,71.0
烦躁,积滞,1.0
烦躁,多梦,7.0
烦躁,疲乏,2.0
烦躁,四肢拘急,6.0
烦躁,不孕,1.0
烦躁,口噤,10.0
烦躁,皮肤瘙痒,4.0
烦躁,四肢强直,2.0
烦躁,头重,5.0
烦躁,恶风,9.0
烦躁,面色红,1.0
烦躁,头痛,81.0
烦躁,声音嘶哑,1.0
烦躁,食欲不振,2.0
烦躁,潮热,42.0
烦躁,胞衣不下,5.0
烦躁,脏躁,1.0
烦躁,头昏,7.0
烦躁,腹冷,4.0
烦躁,恶寒发热,3.0
烦躁,口苦,28.0
烦躁,不寐,5.0
烦躁,弄舌,1.0
烦躁,腹痛,30.0
烦躁,咳痰,1.0
烦躁,咳嗽,71.0
烦躁,慢惊,11.0
烦躁,咽喉痛,1.0
烦躁,小便黄赤,3.0
烦躁,咽肿,1.0
烦躁,头晕,21.0
烦躁,手足厥冷,8.0
烦躁,难产,4.0
烦躁,自汗,11.0
烦躁,半身不遂,1.0
烦躁,妊娠心烦,1.0
烦躁,善惊,1.0
烦躁,牙龈肿痛,1.0
烦躁,尿血,3.0
烦躁,胸闷,4.0
烦躁,寒热往来,14.0
烦躁,舌苔白腻,1.0
烦躁,胎动不安,5.0
大便失禁,肠鸣,2.0
精液清冷,健忘,1.0
精液清冷,自汗,1.0
口臭,气喘,1.0
口臭,臁疮,3.0
口臭,干呕,1.0
口臭,呃逆,1.0
口臭,小便不利,1.0
口臭,牙龈出血,1.0
口臭,便血,1.0
口臭,盗汗,4.0
口臭,鼻衄,4.0
口臭,神昏,1.0
口臭,舌苔黄,1.0
口臭,唇肿,1.0
口臭,丹毒,1.0
口臭,大便秘结,4.0
口臭,胎毒,1.0
口臭,浮肿,2.0
口臭,咽干,3.0
口臭,心烦,3.0
口臭,消瘦,2.0
口臭,口甜,2.0
口臭,壮热,3.0
口臭,痫,1.0
口臭,舌干,5.0
口臭,小儿口疮,1.0
口臭,头热,1.0
口臭,吐血,5.0
口臭,谵语,1.0
口臭,麻疹,2.0
口臭,呕吐,4.0
口臭,烦躁,4.0
口臭,鼻干,1.0
口臭,杨梅疮,1.0
口臭,牙痛,2.0
口臭,腹泻,3.0
口臭,口渴,7.0
口臭,积滞,2.0
口臭,疲乏,1.0
口臭,头痛,1.0
口臭,潮热,4.0
口臭,白带,1.0
口臭,口苦,4.0
口臭,弄舌,1.0
口臭,腹痛,4.0
口臭,牙齿浮动,1.0
口臭,咳嗽,6.0
口臭,寒热往来,4.0
夏季热,口渴,1.0
心下悸,气喘,1.0
心下悸,小便不利,4.0
心下悸,浮肿,2.0
心下悸,心悸,3.0
心下悸,心烦,1.0
心下悸,壮热,1.0
心下悸,恶心,1.0
心下悸,恶寒,1.0
心下悸,崩中,1.0
心下悸,呕吐,1.0
心下悸,恶风,1.0
心下悸,头痛,1.0
心下悸,恶寒发热,1.0
心下悸,腹痛,1.0
心下悸,咳嗽,2.0
心下悸,头晕,1.0
心下悸,自汗,1.0
舌苔黄腻,角弓反张,1.0
舌苔黄腻,小便不利,2.0
舌苔黄腻,神昏,3.0
舌苔黄腻,舌苔黄,21.0
舌苔黄腻,大便秘结,3.0
舌苔黄腻,发黄,3.0
舌苔黄腻,咽干,2.0
舌苔黄腻,心烦,4.0
舌苔黄腻,头汗,2.0
舌苔黄腻,黄汗,1.0
舌苔黄腻,少气,1.0
舌苔黄腻,谵语,2.0
舌苔黄腻,无汗,2.0
舌苔黄腻,口渴,2.0
舌苔黄腻,口噤,1.0
舌苔黄腻,头痛,1.0
舌苔黄腻,食欲不振,1.0
舌苔黄腻,口苦,2.0
舌苔黄腻,腹痛,3.0
舌苔黄腻,咳嗽,1.0
舌苔黄腻,小便黄赤,3.0
舌苔黄腻,头晕,1.0
舌苔黄腻,胸闷,2.0
背冷,气喘,2.0
背冷,畏寒,3.0
背冷,吞酸,2.0
背冷,瘫痪,1.0
背冷,恶心,1.0
背冷,恶寒,1.0
背冷,腰重,1.0
背冷,麻疹,1.0
背冷,呕吐,1.0
背冷,无汗,1.0
背冷,疲乏,2.0
背冷,头痛,1.0
背冷,潮热,1.0
背冷,恶寒发热,1.0
背冷,咳痰,2.0
背冷,咳嗽,2.0
背冷,半身不遂,1.0
耳聋,耳痛,2.0
耳聋,气喘,1.0
耳聋,胎漏,1.0
耳聋,健忘,6.0
耳聋,骨痛,1.0
耳聋,角弓反张,1.0
耳聋,干呕,3.0
耳聋,呃逆,1.0
耳聋,小便不利,5.0
耳聋,面色青,1.0
耳聋,天疱疮,1.0
耳聋,便血,2.0
耳聋,畏寒,1.0
耳聋,盗汗,11.0
耳聋,鼻衄,1.0
耳聋,神昏,5.0
耳聋,鼻塞,6.0
耳聋,身重,2.0
耳聋,腹满,4.0
耳聋,耳内流脓,2.0
耳聋,大便秘结,3.0
耳聋,小便浑浊,1.0
耳聋,脱发,1.0
耳聋,目昏,14.0
耳聋,瘫痪,3.0
耳聋,发黄,1.0
耳聋,浮肿,3.0
耳聋,胁痛,18.0
耳聋,转筋,1.0
耳聋,小儿发热,1.0
耳聋,心悸,4.0
耳聋,咽干,14.0
耳聋,瘰疬,4.0
耳聋,尿痛,1.0
耳聋,赤白带,5.0
耳聋,心烦,9.0
耳聋,消瘦,1.0
耳聋,肠鸣,1.0
耳聋,脱肛,2.0
耳聋,五心烦热,1.0
耳聋,壮热,1.0
耳聋,短气,6.0
耳聋,阴疮,1.0
耳聋,痫,2.0
耳聋,项强,6.0
耳聋,舌干,5.0
耳聋,恶心,4.0
耳聋,阴痒,2.0
耳聋,恶寒,9.0
耳聋,少气,7.0
耳聋,崩中,2.0
耳聋,阴痛,3.0
耳聋,吐血,2.0
耳聋,谵语,4.0
耳聋,腰重,1.0
耳聋,呕吐,8.0
耳聋,烦躁,2.0
耳聋,无名肿毒,2.0
耳聋,无汗,1.0
耳聋,腰痛,16.0
耳聋,鼻干,1.0
耳聋,疳积,1.0
耳聋,足痛,2.0
耳聋,背痛,1.0
耳聋,杨梅疮,1.0
耳聋,里急后重,1.0
耳聋,牙痛,1.0
耳聋,口渴,5.0
耳聋,舌强,1.0
耳聋,积滞,1.0
耳聋,多梦,1.0
耳聋,遗尿,3.0
耳聋,不孕,3.0
耳聋,口噤,2.0
耳聋,舌卷,1.0
耳聋,善怒,1.0
耳聋,四肢强直,1.0
耳聋,崩漏,2.0
耳聋,头重,5.0
耳聋,恶风,6.0
耳聋,头痛,19.0
耳聋,食欲不振,1.0
耳聋,潮热,7.0
耳聋,白带,6.0
耳聋,头昏,4.0
耳聋,腹冷,3.0
耳聋,口苦,26.0
耳聋,腹痛,6.0
耳聋,小便频数,1.0
耳聋,咳嗽,7.0
耳聋,慢惊,2.0
耳聋,小便黄赤,1.0
耳聋,头晕,13.0
耳聋,难产,1.0
耳聋,自汗,6.0
耳聋,半身不遂,6.0
耳聋,尿血,1.0
耳聋,耳痒,1.0
耳聋,寒热往来,5.0
耳聋,胸痛,5.0
四肢疼痛,气喘,1.0
四肢疼痛,臁疮,2.0
四肢疼痛,干呕,1.0
四肢疼痛,畏寒,1.0
四肢疼痛,盗汗,2.0
四肢疼痛,鼻塞,1.0
四肢疼痛,腹满,4.0
四肢疼痛,目昏,5.0
四肢疼痛,瘫痪,1.0
四肢疼痛,浮肿,2.0
四肢疼痛,心悸,1.0
四肢疼痛,瘰疬,2.0
四肢疼痛,心烦,9.0
四肢疼痛,五心烦热,2.0
四肢疼痛,壮热,8.0
四肢疼痛,短气,2.0
四肢疼痛,项强,1.0
四肢疼痛,恶心,2.0
四肢疼痛,恶寒,6.0
四肢疼痛,漏睛,2.0
四肢疼痛,少气,1.0
四肢疼痛,呕吐,4.0
四肢疼痛,烦躁,15.0
四肢疼痛,无名肿毒,2.0
四肢疼痛,无汗,1.0
四肢疼痛,头重,2.0
四肢疼痛,头痛,5.0
四肢疼痛,头昏,1.0
四肢疼痛,腹冷,3.0
四肢疼痛,腹痛,2.0
四肢疼痛,咳嗽,6.0
四肢疼痛,小便黄赤,1.0
腰脊痛,小便不利,2.0
腰脊痛,身重,2.0
腰脊痛,浮肿,3.0
腰脊痛,转筋,2.0
腰脊痛,咽干,1.0
腰脊痛,远视,1.0
腰脊痛,肠鸣,1.0
腰脊痛,短气,1.0
腰脊痛,项强,1.0
腰脊痛,阴痒,2.0
腰脊痛,恶寒,4.0
腰脊痛,少气,1.0
腰脊痛,无汗,1.0
