Source,Target,Weight
金银花,吴茱萸,3.0
金银花,蔓荆子,5.0
金银花,羌活,27.0
金银花,地胆草,1.0
金银花,香薷,1.0
金银花,葛根,13.0
金银花,生地黄,13.0
金银花,人中黄,1.0
金银花,橘红,6.0
金银花,广藿香,2.0
金银花,杏,16.0
金银花,荷叶,7.0
金银花,犀角,18.0
金银花,磁石,1.0
金银花,藕节,1.0
金银花,柴胡,37.0
金银花,使君子,1.0
金银花,麻黄,7.0
金银花,木香,5.0
金银花,麦门冬,2.0
金银花,茶叶,2.0
金银花,泽泻,7.0
金银花,桂枝,1.0
金银花,关木通,1.0
金银花,枳壳,10.0
金银花,车前,9.0
金银花,两头尖,1.0
金银花,青蒿,5.0
金银花,透骨草,1.0
金银花,独活,8.0
金银花,牛黄,18.0
金银花,西洋参,1.0
金银花,薏苡仁,13.0
金银花,胡黄连,1.0
金银花,麦冬,26.0
金银花,香附,3.0
金银花,贯众,6.0
金银花,五味子,3.0
金银花,瓜蒌子,1.0
金银花,石膏,23.0
金银花,大豆,3.0
金银花,木鳖子,2.0
金银花,牡丹,14.0
龙眼肉,菊花,1.0
龙眼肉,红花,5.0
龙眼肉,蒲黄,1.0
龙眼肉,桃,5.0
龙眼肉,桑,2.0
龙眼肉,川芎,6.0
龙眼肉,白术,14.0
龙眼肉,桑寄生,1.0
龙眼肉,牡蛎,1.0
龙眼肉,知母,1.0
龙眼肉,鸡内金,2.0
龙眼肉,五加皮,1.0
龙眼肉,玉竹,1.0
龙眼肉,梨,1.0
龙眼肉,玄参,3.0
龙眼肉,竹沥,1.0
龙眼肉,肉桂,3.0
龙眼肉,楮实子,1.0
龙眼肉,枸杞子,6.0
龙眼肉,菟丝子,5.0
龙眼肉,制何首乌,1.0
龙眼肉,三七,1.0
龙眼肉,艾叶,1.0
龙眼肉,甘草,15.0
龙眼肉,神曲,1.0
龙眼肉,鸡子,1.0
龙眼肉,杏仁,1.0
龙眼肉,红参,1.0
龙眼肉,陈皮,3.0
龙眼肉,黄连,1.0
龙眼肉,乳香,1.0
龙眼肉,黄柏,2.0
龙眼肉,豆蔻,1.0
龙眼肉,榧,1.0
龙眼肉,珍珠,1.0
龙眼肉,青黛,1.0
龙眼肉,女贞,1.0
龙眼肉,山茱萸,3.0
龙眼肉,九香虫,1.0
龙眼肉,枳实,1.0
龙眼肉,当归,19.0
龙眼肉,阿胶,1.0
龙眼肉,芍药,2.0
龙眼肉,牛膝,6.0
龙眼肉,巴戟天,1.0
龙眼肉,天麻,1.0
龙眼肉,熟地黄,4.0
龙眼肉,桔梗,1.0
龙眼肉,龙眼,36.0
龙眼肉,金樱子,2.0
龙眼肉,没药,1.0
龙眼肉,山楂,1.0
龙眼肉,桑椹,1.0
龙眼肉,龙齿,2.0
龙眼肉,杜仲,6.0
龙眼肉,石菖蒲,4.0
龙眼肉,鹿角,3.0
龙眼肉,海风藤,1.0
龙眼肉,忍冬藤,1.0
龙眼肉,大枣,3.0
龙眼肉,远志,9.0
龙眼肉,乌梅,1.0
龙眼肉,白芍,9.0
龙眼肉,女贞子,1.0
龙眼肉,葡萄,1.0
龙眼肉,牡丹皮,1.0
龙眼肉,柏子仁,3.0
龙眼肉,琥珀,2.0
龙眼肉,人参,12.0
龙眼肉,升麻,2.0
龙眼肉,补骨脂,1.0
龙眼肉,续断,3.0
龙眼肉,黄芪,7.0
龙眼肉,黄芩,1.0
龙眼肉,鹿茸,3.0
龙眼肉,合欢花,1.0
龙眼肉,丹参,4.0
龙眼肉,何首乌,4.0
龙眼肉,黑大豆,1.0
龙眼肉,酸枣仁,8.0
龙眼肉,芡实,3.0
龙眼肉,山药,10.0
龙眼肉,白豆蔻,1.0
龙眼肉,羚羊角,2.0
龙眼肉,甘松,1.0
龙眼肉,谷芽,1.0
龙眼肉,茯苓,12.0
龙眼肉,川贝母,1.0
龙眼肉,附子,1.0
龙眼肉,党参,9.0
龙眼肉,化橘红,1.0
龙眼肉,天冬,3.0
龙眼肉,冬虫夏草,1.0
龙眼肉,莲子,4.0
龙眼肉,炙甘草,4.0
龙眼肉,鹿角胶,2.0
龙眼肉,黄精,1.0
龙眼肉,榧子,1.0
龙眼肉,五加,1.0
龙眼肉,紫河车,2.0
龙眼肉,乌药,1.0
龙眼肉,桃仁,2.0
龙眼肉,砂仁,2.0
龙眼肉,朱砂,2.0
龙眼肉,半夏,1.0
龙眼肉,羌活,2.0
龙眼肉,生地黄,2.0
龙眼肉,橘红,2.0
龙眼肉,杏,1.0
龙眼肉,犀角,1.0
龙眼肉,首乌藤,1.0
龙眼肉,木香,6.0
龙眼肉,麦门冬,2.0
龙眼肉,桂枝,1.0
龙眼肉,千年健,1.0
龙眼肉,独活,1.0
龙眼肉,麦冬,8.0
龙眼肉,香附,5.0
龙眼肉,五味子,3.0
龙眼肉,大豆,1.0
龙眼肉,牡丹,1.0
胡椒,青木香,1.0
胡椒,荆芥,2.0
胡椒,椒目,2.0
胡椒,鹿角霜,1.0
胡椒,海螵蛸,1.0
胡椒,赭石,5.0
胡椒,菊花,2.0
胡椒,葱白,1.0
胡椒,前胡,1.0
胡椒,红花,3.0
胡椒,桃,3.0
胡椒,桑,5.0
胡椒,川芎,12.0
胡椒,白术,27.0
胡椒,小茴香,5.0
胡椒,姜黄,2.0
胡椒,骨碎补,2.0
胡椒,高良姜,19.0
胡椒,熊胆,1.0
胡椒,雄黄,7.0
胡椒,五加皮,1.0
胡椒,生姜,23.0
胡椒,紫苏叶,2.0
胡椒,延胡索,5.0
胡椒,白果,1.0
胡椒,麦芽,4.0
胡椒,防风,3.0
胡椒,莪术,27.0
胡椒,肉桂,33.0
胡椒,益智,7.0
胡椒,白附子,5.0
胡椒,三七,2.0
胡椒,郁金,1.0
胡椒,艾叶,3.0
胡椒,白矾,2.0
胡椒,海金沙,1.0
胡椒,蟾酥,1.0
胡椒,甘草,48.0
胡椒,神曲,9.0
胡椒,川楝子,1.0
胡椒,杏仁,3.0
胡椒,零陵香,1.0
胡椒,陈皮,31.0
胡椒,黄连,3.0
胡椒,乳香,19.0
胡椒,青皮,29.0
胡椒,细辛,9.0
胡椒,干姜,68.0
胡椒,豆蔻,39.0
胡椒,荜澄茄,15.0
胡椒,赤芍,1.0
胡椒,天南星,2.0
胡椒,商陆,2.0
胡椒,母丁香,2.0
胡椒,儿茶,2.0
胡椒,赤石脂,4.0
胡椒,五灵脂,13.0
胡椒,肉豆蔻,32.0
胡椒,益智仁,4.0
胡椒,山茱萸,2.0
胡椒,枳实,3.0
胡椒,当归,21.0
胡椒,大麦,5.0
胡椒,大黄,3.0
胡椒,阿胶,1.0
胡椒,芍药,4.0
胡椒,牛膝,7.0
胡椒,车前子,2.0
胡椒,巴戟天,2.0
胡椒,木瓜,10.0
胡椒,天麻,1.0
胡椒,紫檀,1.0
胡椒,血竭,4.0
胡椒,天门冬,3.0
胡椒,桔梗,7.0
胡椒,萝卜,10.0
胡椒,樟脑,1.0
胡椒,没药,19.0
胡椒,全蝎,6.0
胡椒,山楂,2.0
胡椒,鳖甲,1.0
胡椒,杜仲,1.0
胡椒,石菖蒲,1.0
胡椒,鹿角,1.0
胡椒,瓜蒂,1.0
胡椒,法半夏,1.0
胡椒,荜茇,31.0
胡椒,苦杏仁,1.0
胡椒,滑石,3.0
胡椒,大枣,1.0
胡椒,藿香,7.0
胡椒,远志,2.0
胡椒,代赭石,4.0
胡椒,葫芦,2.0
胡椒,槟榔,23.0
胡椒,连翘,2.0
胡椒,乌梅,8.0
胡椒,丁香,83.0
胡椒,硫黄,15.0
胡椒,白芍,5.0
胡椒,墨旱莲,1.0
胡椒,白芷,14.0
胡椒,款冬花,2.0
胡椒,八角茴香,1.0
胡椒,斑蝥,2.0
胡椒,紫菀,2.0
胡椒,三棱,22.0
胡椒,牡丹皮,2.0
胡椒,川乌,7.0
胡椒,柏子仁,1.0
胡椒,泽兰,2.0
胡椒,芜荑,2.0
胡椒,牵牛子,1.0
胡椒,草乌,3.0
胡椒,琥珀,1.0
胡椒,人参,37.0
胡椒,僵蚕,1.0
胡椒,龙胆,1.0
胡椒,乌头,6.0
胡椒,赤小豆,1.0
胡椒,补骨脂,1.0
胡椒,续断,1.0
胡椒,黄芪,1.0
胡椒,黄芩,1.0
胡椒,轻粉,1.0
胡椒,鹿茸,1.0
胡椒,阳起石,1.0
胡椒,夜明砂,3.0
胡椒,鹤虱,1.0
胡椒,丹参,2.0
胡椒,白扁豆,3.0
胡椒,益母草,2.0
胡椒,何首乌,1.0
胡椒,巴豆,33.0
胡椒,阿魏,18.0
胡椒,白及,3.0
胡椒,辛夷,2.0
胡椒,茴香,33.0
胡椒,蛇床子,2.0
胡椒,山药,5.0
胡椒,绿豆,3.0
胡椒,香加皮,2.0
胡椒,安息香,1.0
胡椒,白豆蔻,11.0
胡椒,百合,2.0
胡椒,胡芦巴,1.0
胡椒,草果,5.0
胡椒,甘松,3.0
胡椒,芦荟,1.0
胡椒,地骨皮,2.0
胡椒,芫花,2.0
胡椒,肉苁蓉,1.0
胡椒,茯苓,33.0
胡椒,鹅不食草,1.0
胡椒,附子,51.0
胡椒,党参,1.0
胡椒,辣椒,2.0
胡椒,巴豆霜,5.0
胡椒,木通,6.0
胡椒,虎骨,3.0
胡椒,苍术,8.0
胡椒,甘遂,2.0
胡椒,紫石英,2.0
胡椒,雷丸,1.0
胡椒,红豆蔻,2.0
胡椒,龙骨,4.0
胡椒,沉香,23.0
胡椒,禹余粮,2.0
胡椒,炙甘草,1.0
胡椒,猪牙皂,2.0
胡椒,白蔹,1.0
胡椒,薄荷,2.0
胡椒,桑白皮,5.0
胡椒,五加,1.0
胡椒,牵牛,13.0
胡椒,麝香,18.0
胡椒,冰片,4.0
胡椒,桂皮,4.0
胡椒,苦瓜,1.0
胡椒,乌药,5.0
胡椒,郁李,2.0
胡椒,厚朴,20.0
胡椒,桃仁,2.0
胡椒,干漆,3.0
胡椒,大腹皮,2.0
胡椒,炮姜,2.0
胡椒,砂仁,26.0
胡椒,朱砂,9.0
胡椒,半夏,13.0
胡椒,檀香,5.0
胡椒,吴茱萸,18.0
胡椒,蔓荆子,1.0
胡椒,羌活,3.0
胡椒,青礞石,1.0
胡椒,葛根,1.0
胡椒,草豆蔻,6.0
胡椒,虻虫,1.0
胡椒,五倍子,1.0
胡椒,橘红,3.0
胡椒,杏,3.0
胡椒,犀角,1.0
胡椒,柴胡,2.0
胡椒,使君子,1.0
胡椒,麻黄,1.0
胡椒,木香,79.0
胡椒,麦门冬,1.0
胡椒,泽泻,3.0
胡椒,桂枝,2.0
胡椒,郁李仁,2.0
胡椒,花蕊石,1.0
胡椒,枳壳,5.0
胡椒,车前,2.0
胡椒,独活,3.0
胡椒,薏苡仁,1.0
胡椒,胡黄连,2.0
胡椒,香附,5.0
胡椒,贯众,1.0
胡椒,五味子,6.0
胡椒,胆矾,1.0
胡椒,石膏,1.0
胡椒,木鳖子,1.0
胡椒,牡丹,2.0
胡椒,诃子,6.0
人参,青木香,16.0
人参,荆芥,130.0
人参,竹叶,58.0
人参,淡竹叶,27.0
人参,石决明,4.0
人参,滑石粉,1.0
人参,鹿角霜,15.0
人参,石榴,7.0
人参,海螵蛸,1.0
人参,赭石,15.0
人参,菊花,83.0
人参,葱白,18.0
人参,前胡,318.0
人参,红花,51.0
人参,蒲黄,45.0
人参,冬葵,1.0
人参,桃,128.0
人参,蜂蜜,7.0
人参,桑,351.0
人参,大血藤,1.0
人参,苏合香,4.0
人参,川芎,709.0
人参,藜芦,11.0
人参,地榆,35.0
人参,白术,1935.0
人参,小茴香,27.0
人参,姜黄,14.0
人参,骨碎补,7.0
人参,高良姜,68.0
人参,蒺藜,43.0
人参,熊胆,12.0
人参,黄皮,1.0
人参,桑寄生,55.0
人参,核桃仁,6.0
人参,牡蛎,133.0
人参,知母,356.0
人参,蜈蚣,18.0
人参,鸡内金,4.0
人参,雄黄,84.0
人参,大蓟,3.0
人参,茵陈蒿,3.0
人参,五加皮,40.0
人参,生姜,520.0
人参,紫苏叶,42.0
人参,玉竹,9.0
人参,花生,1.0
人参,延胡索,27.0
人参,梨,6.0
人参,火麻仁,2.0
人参,玄参,124.0
人参,昆布,6.0
人参,白果,2.0
人参,冬瓜,6.0
人参,竹沥,18.0
人参,麦芽,71.0
人参,灵芝,10.0
人参,防风,766.0
人参,莪术,43.0
人参,肉桂,314.0
人参,枇杷,64.0
人参,桑椹子,1.0
人参,白茅根,5.0
人参,橘核,1.0
人参,寒水石,27.0
人参,楮实子,6.0
人参,枸杞子,100.0
人参,蝉蜕,24.0
人参,益智,76.0
人参,白附子,106.0
人参,菟丝子,133.0
人参,制何首乌,11.0
人参,海龙,1.0
人参,韭子,7.0
人参,三七,24.0
人参,狗脊,20.0
人参,白鲜皮,45.0
人参,郁金,23.0
人参,艾叶,56.0
人参,紫苏子,33.0
人参,白矾,30.0
人参,海金沙,4.0
人参,水蛭,11.0
人参,淡竹,42.0
人参,蟾酥,11.0
人参,蛇蜕,27.0
人参,甘草,3240.0
人参,锁阳,18.0
人参,白芥子,25.0
人参,蓖麻子,2.0
人参,神曲,183.0
人参,鸡子,7.0
人参,川楝子,8.0
人参,重楼,1.0
人参,杏仁,362.0
人参,龟甲,13.0
人参,桑枝,3.0
人参,耳草,6.0
人参,皂角刺,1.0
人参,鲜地黄,2.0
人参,零陵香,1.0
人参,陈皮,699.0
人参,旋覆花,68.0
人参,白头翁,3.0
人参,制川乌,4.0
人参,秦皮,1.0
人参,黄连,329.0
人参,乳香,92.0
人参,青皮,148.0
人参,黄柏,163.0
人参,细辛,441.0
人参,藁本,83.0
人参,人参叶,2.0
人参,制草乌,4.0
人参,韭菜,6.0
人参,干姜,747.0
人参,茵陈,18.0
人参,豆蔻,330.0
人参,泽漆,5.0
人参,荜澄茄,34.0
人参,土茯苓,6.0
人参,赤芍,262.0
人参,珍珠,38.0
人参,明党参,1.0
人参,牛胆,27.0
人参,天南星,77.0
人参,商陆,1.0
人参,穿山龙,2.0
人参,苎麻根,1.0
人参,甜瓜子,2.0
人参,松香,3.0
人参,母丁香,4.0
人参,青黛,29.0
人参,黄药子,2.0
人参,冬瓜子,1.0
人参,韭菜子,6.0
人参,银耳,1.0
人参,饴糖,9.0
人参,赤石脂,91.0
人参,五灵脂,21.0
人参,女贞,10.0
人参,铅丹,6.0
人参,肉豆蔻,164.0
人参,槐角,6.0
人参,益智仁,55.0
人参,百部,32.0
人参,红粉,1.0
人参,杜仲叶,3.0
人参,山茱萸,151.0
人参,九香虫,1.0
人参,百草霜,2.0
人参,芦根,44.0
人参,沙参,41.0
人参,枳实,134.0
人参,人工牛黄,2.0
人参,鹿衔草,1.0
人参,当归,1687.0
人参,大麦,29.0
人参,大黄,302.0
人参,葶苈子,11.0
人参,阿胶,290.0
人参,钟乳石,6.0
人参,芍药,877.0
人参,车前草,1.0
人参,牛膝,297.0
人参,车前子,62.0
人参,巴戟天,57.0
人参,木瓜,85.0
人参,天麻,224.0
人参,小蓟,4.0
人参,血竭,20.0
人参,梅花,3.0
人参,熟地黄,227.0
人参,松节,1.0
人参,天门冬,168.0
人参,桔梗,615.0
人参,萝卜,15.0
人参,龙眼,13.0
人参,虎杖,3.0
人参,樟脑,1.0
人参,谷精草,1.0
人参,金樱子,8.0
人参,没药,73.0
人参,射干,15.0
人参,槐花,4.0
人参,全蝎,111.0
人参,枫香脂,1.0
人参,山楂,56.0
人参,灶心土,1.0
人参,玄明粉,5.0
人参,鳖甲胶,1.0
人参,桑椹,4.0
人参,地肤子,2.0
人参,鳖甲,212.0
人参,龙齿,92.0
人参,莲须,5.0
人参,杜仲,218.0
人参,石菖蒲,111.0
人参,鹿角,63.0
人参,海风藤,2.0
人参,瓜蒂,5.0
人参,卷柏,17.0
人参,法半夏,8.0
人参,荜茇,28.0
人参,瓜蒌,23.0
人参,苦杏仁,4.0
人参,甜瓜,2.0
人参,滑石,70.0
人参,大枣,164.0
人参,扁豆衣,1.0
人参,栀子,120.0
人参,石榴皮,7.0
人参,藿香,237.0
人参,远志,461.0
人参,蜂房,17.0
人参,代赭石,8.0
人参,紫草,6.0
人参,荔枝核,1.0
人参,刘寄奴,4.0
人参,刺五加,2.0
人参,白前,14.0
人参,葫芦,5.0
人参,夏枯草,3.0
人参,槟榔,283.0
人参,威灵仙,23.0
人参,连翘,42.0
人参,水牛角,8.0
人参,乌梅,99.0
人参,丁香,305.0
人参,硫黄,23.0
人参,九节菖蒲,1.0
人参,茜草,3.0
人参,白芍,679.0
人参,天花粉,42.0
人参,女贞子,7.0
人参,白芥,25.0
人参,淡豆豉,2.0
人参,墨旱莲,2.0
人参,白芷,221.0
人参,牛蒡子,22.0
人参,款冬花,116.0
人参,八角茴香,2.0
人参,斑蝥,1.0
人参,紫菀,251.0
人参,三棱,67.0
人参,牡丹皮,100.0
人参,川乌,63.0
人参,石斛,149.0
人参,菝葜,2.0
人参,柏子仁,157.0
人参,路路通,1.0
人参,马兜铃,13.0
人参,蚕砂,2.0
人参,泽兰,41.0
人参,芜荑,38.0
人参,黑芝麻,1.0
人参,牵牛子,6.0
人参,草乌,19.0
人参,琥珀,91.0
人参,金银花,20.0
人参,龙眼肉,12.0
人参,胡椒,37.0
人参,金钱白花蛇,3.0
人参,僵蚕,133.0
人参,天仙藤,4.0
人参,蛤蚧,25.0
人参,莲子心,5.0
人参,升麻,279.0
人参,龙胆,47.0
人参,乌头,93.0
人参,赤小豆,16.0
人参,桑螵蛸,26.0
人参,补骨脂,52.0
人参,柿蒂,10.0
人参,续断,114.0
人参,黄芪,45.0
人参,黄芩,609.0
人参,穿山甲,2.0
人参,小麦,35.0
人参,轻粉,4.0
人参,乌梢蛇,2.0
人参,鹿茸,113.0
人参,阳起石,19.0
人参,夜明砂,8.0
人参,花椒,6.0
人参,莱菔子,5.0
人参,鹤虱,2.0
人参,合欢花,1.0
人参,香茅,2.0
人参,丹参,119.0
人参,朱砂七,1.0
人参,鸡冠花,5.0
人参,白扁豆,44.0
人参,益母草,23.0
人参,天竺黄,64.0
人参,芜菁,2.0
人参,蓖麻,2.0
人参,枇杷叶,64.0
人参,何首乌,50.0
人参,蜥蜴,2.0
人参,浙贝母,2.0
人参,石莲子,2.0
人参,王不留行,1.0
人参,黑大豆,1.0
人参,酸枣仁,164.0
人参,巴豆,41.0
人参,猕猴桃,2.0
人参,银柴胡,13.0
人参,阿魏,12.0
人参,白及,10.0
人参,猪苓,48.0
人参,黄狗肾,2.0
人参,辛夷,1.0
人参,苍耳子,5.0
人参,茴香,87.0
人参,降香,1.0
人参,胆南星,14.0
人参,蛇床子,35.0
人参,蝮蛇,1.0
人参,牡荆,9.0
人参,寻骨风,1.0
人参,芡实,49.0
人参,山药,350.0
人参,皂荚,15.0
人参,猪胆汁,2.0
人参,绿豆,4.0
人参,香加皮,2.0
人参,安息香,12.0
人参,雪上一枝蒿,2.0
人参,常山,15.0
人参,白豆蔻,107.0
人参,百合,62.0
人参,薤白,15.0
人参,羚羊角,168.0
人参,白石英,33.0
人参,莨菪,1.0
人参,秦艽,160.0
人参,芥子,25.0
人参,胡芦巴,4.0
人参,豹骨,1.0
人参,沙苑子,5.0
人参,草果,44.0
人参,冬葵子,1.0
人参,人参果,1.0
人参,甘松,11.0
人参,芦荟,21.0
人参,地骨皮,250.0
人参,芫花,10.0
人参,谷芽,13.0
人参,漏芦,6.0
人参,肉苁蓉,133.0
人参,苦参,46.0
人参,罂粟,27.0
人参,茯苓,2446.0
人参,川贝母,11.0
人参,附子,801.0
人参,党参,14.0
人参,天冬,60.0
人参,牛蒡,25.0
人参,海桐皮,8.0
人参,冬虫夏草,1.0
人参,苎麻,1.0
人参,预知子,2.0
人参,马勃,1.0
人参,桑叶,12.0
人参,蕤仁,1.0
人参,莲子,23.0
人参,大戟,3.0
人参,海狗肾,1.0
人参,藜,54.0
人参,鸡血藤,5.0
人参,防己,107.0
人参,巴豆霜,2.0
人参,木通,104.0
人参,木耳,1.0
人参,虎骨,17.0
人参,苍术,173.0
人参,金礞石,2.0
人参,甘遂,17.0
人参,苏木,7.0
人参,紫石英,55.0
人参,雷丸,8.0
人参,蜗牛,1.0
人参,红豆蔻,7.0
人参,龙骨,129.0
人参,沉香,218.0
人参,禹余粮,18.0
人参,炙甘草,178.0
人参,鹿角胶,41.0
人参,钩藤,66.0
人参,猪牙皂,10.0
人参,白蔹,24.0
人参,佛手,3.0
人参,石韦,2.0
人参,地龙,9.0
人参,薄荷,77.0
人参,黄精,13.0
人参,人参芦,5.0
人参,玉米须,1.0
人参,桑白皮,129.0
人参,鼠妇,1.0
人参,石楠藤,1.0
人参,象皮,1.0
人参,马钱子,1.0
人参,通草,17.0
人参,五加,42.0
人参,牵牛,26.0
人参,麝香,238.0
人参,万年青,1.0
人参,紫草茸,1.0
人参,紫河车,31.0
人参,冰片,31.0
人参,蛤壳,1.0
人参,青葙子,7.0
人参,桂皮,2.0
人参,白薇,70.0
人参,乌药,64.0
人参,郁李,33.0
人参,血余炭,1.0
人参,瞿麦,3.0
人参,决明子,14.0
人参,蒲公英,1.0
人参,厚朴,499.0
人参,桃仁,105.0
人参,山慈菇,1.0
人参,侧柏叶,9.0
人参,干漆,21.0
人参,玳瑁,8.0
人参,大腹皮,60.0
人参,炮姜,34.0
人参,绿萼梅,1.0
人参,土鳖虫,2.0
人参,柿霜,2.0
人参,砂仁,246.0
人参,荸荠,2.0
人参,朱砂,206.0
人参,老鹳草,1.0
人参,硼砂,15.0
人参,半夏,1001.0
人参,檀香,34.0
人参,苍耳,14.0
人参,吴茱萸,207.0
人参,罂粟壳,23.0
人参,人中白,1.0
人参,蔓荆子,39.0
人参,羌活,333.0
人参,青礞石,3.0
人参,香薷,25.0
人参,葛根,158.0
人参,生地黄,171.0
人参,草豆蔻,81.0
人参,虻虫,12.0
人参,覆盆子,48.0
人参,五倍子,9.0
人参,仙茅,8.0
人参,橘红,89.0
人参,地锦草,1.0
人参,广藿香,4.0
人参,淫羊藿,26.0
人参,杏,365.0
人参,荷叶,22.0
人参,青葙,7.0
人参,瓦松,2.0
人参,犀角,204.0
人参,磁石,45.0
人参,藕节,4.0
人参,柴胡,753.0
人参,使君子,35.0
人参,首乌藤,3.0
人参,海藻,1.0
人参,竹茹,82.0
人参,蓼蓝,1.0
人参,麻黄,388.0
人参,木香,683.0
人参,蕲蛇,2.0
人参,龟甲胶,3.0
人参,麦门冬,754.0
人参,泽泻,213.0
人参,桂枝,84.0
人参,麻黄根,26.0
人参,郁李仁,33.0
人参,关木通,1.0
人参,花蕊石,1.0
人参,枳壳,444.0
人参,车前,70.0
人参,两头尖,7.0
人参,鬼箭羽,7.0
人参,青蒿,28.0
人参,独活,289.0
人参,浮小麦,8.0
人参,石楠,2.0
人参,牛黄,187.0
人参,薏苡仁,49.0
人参,胡黄连,53.0
人参,茺蔚子,7.0
人参,麦冬,290.0
人参,马钱,2.0
人参,香附,207.0
人参,贯众,8.0
人参,五味子,639.0
人参,瓜蒌子,1.0
人参,胆矾,4.0
人参,石膏,289.0
人参,大豆,13.0
人参,木鳖子,2.0
人参,紫苏梗,1.0
人参,牡丹,116.0
人参,诃子,81.0
金钱白花蛇,苏合香,1.0
金钱白花蛇,川芎,1.0
金钱白花蛇,白术,1.0
金钱白花蛇,骨碎补,1.0
金钱白花蛇,肉桂,3.0
金钱白花蛇,白附子,1.0
金钱白花蛇,三七,1.0
金钱白花蛇,郁金,1.0
金钱白花蛇,豆蔻,1.0
金钱白花蛇,赤芍,1.0
金钱白花蛇,珍珠,2.0
金钱白花蛇,松香,1.0
金钱白花蛇,当归,1.0
金钱白花蛇,大黄,2.0
金钱白花蛇,牛膝,1.0
金钱白花蛇,木瓜,1.0
金钱白花蛇,天麻,1.0
金钱白花蛇,血竭,1.0
金钱白花蛇,没药,1.0
金钱白花蛇,全蝎,1.0
金钱白花蛇,山楂,1.0
金钱白花蛇,杜仲,1.0
金钱白花蛇,威灵仙,1.0
金钱白花蛇,水牛角,2.0
金钱白花蛇,牵牛子,2.0
金钱白花蛇,人参,3.0
金钱白花蛇,僵蚕,1.0
金钱白花蛇,黄芪,1.0
金钱白花蛇,黄芩,2.0
金钱白花蛇,丹参,1.0
金钱白花蛇,安息香,1.0
金钱白花蛇,羚羊角,2.0
金钱白花蛇,茯苓,1.0
金钱白花蛇,附子,1.0
金钱白花蛇,防己,1.0
金钱白花蛇,金礞石,2.0
金钱白花蛇,甘遂,2.0
金钱白花蛇,沉香,3.0
金钱白花蛇,猪牙皂,2.0
金钱白花蛇,牵牛,2.0
金钱白花蛇,冰片,3.0
金钱白花蛇,朱砂,3.0
金钱白花蛇,泽泻,1.0
金钱白花蛇,桂枝,1.0
金钱白花蛇,枳壳,1.0
金钱白花蛇,牛黄,2.0
金钱白花蛇,麦冬,1.0
金钱白花蛇,五味子,1.0
野菊花,菊花,34.0
野菊花,前胡,2.0
野菊花,蒲黄,2.0
野菊花,桑,4.0
野菊花,川芎,1.0
野菊花,天葵,3.0
野菊花,蒺藜,3.0
野菊花,桑寄生,1.0
野菊花,防风,2.0
野菊花,枇杷,2.0
野菊花,三叉苦,6.0
野菊花,天葵子,3.0
野菊花,甘草,5.0
野菊花,杏仁,1.0
野菊花,陈皮,1.0
野菊花,茵陈,1.0
野菊花,赤芍,1.0
野菊花,青黛,2.0
野菊花,积雪草,1.0
野菊花,百部,1.0
野菊花,六月雪,2.0
野菊花,人工牛黄,1.0
野菊花,山芝麻,1.0
野菊花,牛膝,1.0
野菊花,虎杖,1.0
野菊花,樟脑,1.0
野菊花,槐花,1.0
野菊花,马鞭草,1.0
野菊花,大青叶,2.0
野菊花,板蓝根,4.0
野菊花,忍冬藤,2.0
野菊花,藿香,1.0
野菊花,南板蓝根,2.0
野菊花,咖啡,5.0
野菊花,夏枯草,2.0
野菊花,连翘,1.0
野菊花,水牛角,2.0
野菊花,茜草,1.0
野菊花,白芍,2.0
野菊花,墨旱莲,2.0
野菊花,白芷,2.0
野菊花,火炭母,1.0
野菊花,绵马贯众,1.0
野菊花,金银花,10.0
野菊花,僵蚕,1.0
野菊花,黄芪,1.0
野菊花,黄芩,3.0
野菊花,鹤虱,1.0
野菊花,枇杷叶,1.0
野菊花,紫花地丁,4.0
野菊花,辛夷,1.0
野菊花,苍耳子,3.0
野菊花,水杨梅,1.0
野菊花,胆南星,2.0
野菊花,凤眼草,1.0
野菊花,羚羊角,1.0
野菊花,苦参,1.0
野菊花,鹅不食草,2.0
野菊花,党参,1.0
野菊花,桑叶,3.0
野菊花,藜,3.0
野菊花,苍术,1.0
野菊花,钩藤,1.0
野菊花,佛手,1.0
野菊花,鱼腥草,3.0
野菊花,地龙,1.0
野菊花,薄荷,4.0
野菊花,蛤壳,2.0
野菊花,白薇,1.0
野菊花,木棉,1.0
野菊花,岗梅,10.0
野菊花,决明子,1.0
野菊花,千里光,1.0
野菊花,蒲公英,5.0
野菊花,苍耳,3.0
野菊花,地胆草,1.0
野菊花,香薷,1.0
野菊花,葛根,1.0
野菊花,杏,1.0
野菊花,磁石,1.0
野菊花,柴胡,3.0
野菊花,麻黄,1.0
野菊花,泽泻,1.0
野菊花,矮地茶,1.0
野菊花,青蒿,2.0
野菊花,牛黄,1.0
野菊花,一枝黄花,1.0
野菊花,茺蔚子,1.0
野菊花,贯众,1.0
野菊花,石膏,2.0
僵蚕,青木香,3.0
僵蚕,荆芥,122.0
僵蚕,竹叶,8.0
僵蚕,淡竹叶,2.0
僵蚕,石决明,7.0
僵蚕,自然铜,5.0
僵蚕,石榴,1.0
僵蚕,赭石,19.0
僵蚕,菊花,27.0
僵蚕,葱白,1.0
僵蚕,前胡,23.0
僵蚕,红花,32.0
僵蚕,蒲黄,5.0
僵蚕,桃,16.0
僵蚕,蜂蜜,1.0
